==================================================
CIFAR-100 ResNet 訓練紀錄
==================================================
電腦名稱         : aero01
Python 版本      : 3.10.12
TensorFlow 版本  : 2.17.0
訓練裝置類型     : CUDA
裝置名稱         : NVIDIA L40S
CUDA 版本        : 12.3
訓練開始時間     : 2026-05-05 00:43:10
總訓練時間       : 65291.84 秒

--------------------------------------------------
Epoch    Loss       Train Acc    Test Acc     累計時間
545/5000  0.0158     99.53        71.32        7693.30s
546/5000  0.0127     99.57        71.51        7706.18s
547/5000  0.0131     99.59        71.10        7719.15s
548/5000  0.0118     99.63        71.94        7732.08s
549/5000  0.0132     99.59        70.98        7745.01s
550/5000  0.0122     99.61        71.49        7757.87s
551/5000  0.0108     99.65        72.12        7770.77s
552/5000  0.0148     99.54        70.50        7783.70s
553/5000  0.0101     99.68        71.63        7796.57s
554/5000  0.0101     99.66        72.09        7809.42s
555/5000  0.0142     99.55        71.12        7822.26s
556/5000  0.0118     99.61        72.03        7835.08s
557/5000  0.0105     99.67        71.36        7847.92s
558/5000  0.0104     99.63        71.45        7860.76s
559/5000  0.0130     99.57        70.95        7873.61s
560/5000  0.0128     99.58        71.32        7886.50s
561/5000  0.0127     99.59        72.31        7899.43s
562/5000  0.0129     99.57        71.40        7912.22s
563/5000  0.0134     99.58        70.52        7924.95s
564/5000  0.0138     99.58        71.34        7937.85s
565/5000  0.0147     99.57        71.52        7950.77s
566/5000  0.0100     99.65        71.45        7963.66s
567/5000  0.0107     99.65        71.38        7976.59s
568/5000  0.0108     99.67        72.16        7989.45s
569/5000  0.0118     99.60        70.77        8002.30s
570/5000  0.0142     99.55        70.82        8015.21s
571/5000  0.0131     99.59        71.74        8028.12s
572/5000  0.0131     99.58        71.50        8041.02s
573/5000  0.0129     99.59        71.47        8053.82s
574/5000  0.0095     99.68        71.85        8066.69s
575/5000  0.0114     99.66        71.76        8079.56s
576/5000  0.0113     99.64        70.99        8092.39s
577/5000  0.0108     99.64        71.50        8105.28s
578/5000  0.0138     99.58        71.16        8118.19s
579/5000  0.0107     99.64        72.07        8131.05s
580/5000  0.0105     99.67        71.90        8143.89s
581/5000  0.0123     99.63        71.37        8156.75s
582/5000  0.0119     99.65        71.45        8169.57s
583/5000  0.0116     99.64        71.58        8182.38s
584/5000  0.0118     99.64        70.79        8195.15s
585/5000  0.0109     99.64        71.98        8208.12s
586/5000  0.0124     99.62        71.39        8221.07s
587/5000  0.0109     99.65        71.28        8233.87s
588/5000  0.0110     99.66        71.64        8246.72s
589/5000  0.0135     99.62        71.61        8259.61s
590/5000  0.0116     99.60        71.89        8272.48s
591/5000  0.0123     99.59        71.51        8285.50s
592/5000  0.0122     99.62        72.10        8298.42s
593/5000  0.0118     99.63        71.96        8311.31s
594/5000  0.0108     99.66        71.96        8324.12s
595/5000  0.0106     99.65        71.24        8336.96s
596/5000  0.0110     99.65        71.78        8349.85s
597/5000  0.0120     99.60        71.56        8362.73s
598/5000  0.0125     99.58        71.69        8375.51s
599/5000  0.0136     99.58        71.52        8388.38s
600/5000  0.0116     99.60        71.64        8401.32s
601/5000  0.0115     99.62        72.02        8414.16s
602/5000  0.0125     99.61        71.11        8427.09s
603/5000  0.0113     99.63        71.53        8439.88s
604/5000  0.0139     99.56        71.07        8452.80s
605/5000  0.0110     99.67        71.32        8465.69s
606/5000  0.0118     99.64        71.20        8478.68s
607/5000  0.0095     99.68        71.22        8491.56s
608/5000  0.0102     99.68        71.59        8504.44s
609/5000  0.0100     99.68        71.63        8517.31s
610/5000  0.0098     99.68        71.55        8530.28s
611/5000  0.0109     99.64        71.24        8543.26s
612/5000  0.0113     99.68        70.87        8556.10s
613/5000  0.0103     99.65        71.73        8568.97s
614/5000  0.0135     99.61        71.55        8581.90s
615/5000  0.0117     99.63        71.54        8594.80s
616/5000  0.0105     99.66        71.37        8607.62s
617/5000  0.0105     99.68        71.21        8620.50s
618/5000  0.0104     99.67        71.37        8633.47s
619/5000  0.0112     99.64        72.02        8646.35s
620/5000  0.0100     99.66        71.54        8659.33s
621/5000  0.0126     99.61        70.36        8672.20s
622/5000  0.0110     99.66        71.21        8685.08s
623/5000  0.0124     99.63        71.47        8697.96s
624/5000  0.0115     99.63        71.29        8710.93s
625/5000  0.0123     99.62        70.95        8723.87s
626/5000  0.0124     99.60        71.68        8736.81s
627/5000  0.0090     99.68        71.86        8749.78s
628/5000  0.0083     99.72        72.07        8762.72s
629/5000  0.0103     99.70        71.20        8775.63s
630/5000  0.0106     99.66        70.85        8788.45s
631/5000  0.0124     99.60        71.10        8801.26s
632/5000  0.0087     99.73        71.91        8814.06s
633/5000  0.0111     99.65        71.76        8826.82s
634/5000  0.0117     99.64        70.85        8839.68s
635/5000  0.0118     99.64        72.05        8852.51s
636/5000  0.0115     99.67        72.00        8865.26s
637/5000  0.0100     99.66        71.27        8878.11s
638/5000  0.0096     99.68        71.77        8890.85s
639/5000  0.0122     99.60        71.57        8903.74s
640/5000  0.0128     99.63        71.39        8916.58s
641/5000  0.0101     99.67        71.76        8929.38s
642/5000  0.0108     99.67        71.73        8942.25s
643/5000  0.0111     99.67        71.57        8955.03s
644/5000  0.0123     99.63        70.95        8967.95s
645/5000  0.0120     99.63        72.20        8980.74s
646/5000  0.0125     99.62        71.71        8993.68s
647/5000  0.0094     99.72        71.72        9006.68s
648/5000  0.0110     99.66        71.76        9019.50s
649/5000  0.0088     99.72        71.59        9032.40s
650/5000  0.0103     99.70        71.48        9045.37s
651/5000  0.0090     99.72        71.98        9058.37s
652/5000  0.0111     99.66        71.12        9071.21s
653/5000  0.0109     99.65        71.22        9084.09s
654/5000  0.0079     99.75        71.48        9097.04s
655/5000  0.0113     99.62        71.73        9109.87s
656/5000  0.0121     99.63        71.41        9122.75s
657/5000  0.0128     99.62        71.56        9135.60s
658/5000  0.0126     99.61        71.28        9148.45s
659/5000  0.0087     99.72        72.05        9161.35s
660/5000  0.0104     99.67        71.81        9174.23s
661/5000  0.0111     99.68        71.23        9187.04s
662/5000  0.0091     99.71        72.19        9199.92s
663/5000  0.0114     99.64        71.36        9212.75s
664/5000  0.0106     99.66        71.35        9225.78s
665/5000  0.0095     99.70        71.73        9238.58s
666/5000  0.0107     99.66        71.34        9251.40s
667/5000  0.0108     99.63        71.03        9264.34s
668/5000  0.0127     99.59        71.30        9277.08s
669/5000  0.0104     99.66        71.70        9289.96s
670/5000  0.0105     99.66        71.66        9302.92s
671/5000  0.0112     99.66        71.59        9315.74s
672/5000  0.0096     99.69        71.85        9328.59s
673/5000  0.0084     99.74        71.32        9341.54s
674/5000  0.0090     99.70        71.39        9354.53s
675/5000  0.0106     99.66        71.87        9367.42s
676/5000  0.0113     99.62        71.80        9380.32s
677/5000  0.0126     99.59        72.06        9393.28s
678/5000  0.0094     99.73        71.15        9406.28s
679/5000  0.0079     99.73        71.65        9419.09s
680/5000  0.0099     99.68        71.29        9431.94s
681/5000  0.0112     99.65        70.95        9444.79s
682/5000  0.0093     99.71        71.75        9457.67s
683/5000  0.0095     99.70        72.25        9470.65s
684/5000  0.0087     99.73        71.93        9483.62s
685/5000  0.0107     99.65        71.63        9496.54s
686/5000  0.0105     99.66        71.99        9509.50s
687/5000  0.0098     99.71        72.17        9522.35s
688/5000  0.0111     99.64        71.60        9535.22s
689/5000  0.0117     99.62        71.50        9548.07s
690/5000  0.0111     99.65        71.71        9560.98s
691/5000  0.0113     99.64        71.11        9573.78s
692/5000  0.0096     99.68        71.61        9586.64s
693/5000  0.0091     99.70        71.62        9599.61s
694/5000  0.0114     99.65        71.63        9612.56s
695/5000  0.0125     99.64        71.58        9625.44s
696/5000  0.0104     99.69        71.96        9638.20s
697/5000  0.0082     99.77        71.88        9651.45s
698/5000  0.0091     99.72        71.96        9664.43s
699/5000  0.0082     99.72        71.46        9677.26s
700/5000  0.0104     99.68        71.36        9690.08s
701/5000  0.0103     99.69        71.33        9702.95s
702/5000  0.0109     99.65        71.60        9715.73s
703/5000  0.0098     99.70        71.59        9728.59s
704/5000  0.0095     99.69        72.20        9741.38s
705/5000  0.0092     99.69        71.33        9754.23s
706/5000  0.0092     99.73        72.00        9767.04s
707/5000  0.0106     99.67        70.93        9779.82s
708/5000  0.0111     99.66        71.59        9792.61s
709/5000  0.0097     99.67        71.61        9805.45s
710/5000  0.0094     99.71        71.49        9818.40s
711/5000  0.0116     99.65        71.58        9831.25s
712/5000  0.0076     99.75        71.92        9844.06s
713/5000  0.0127     99.61        71.75        9857.05s
714/5000  0.0080     99.73        71.93        9869.99s
715/5000  0.0083     99.75        71.89        9882.91s
716/5000  0.0108     99.66        71.19        9895.89s
717/5000  0.0078     99.73        71.19        9908.69s
718/5000  0.0113     99.65        71.74        9921.45s
719/5000  0.0114     99.63        71.31        9934.32s
720/5000  0.0090     99.73        71.81        9947.08s
721/5000  0.0111     99.68        71.58        9959.89s
722/5000  0.0103     99.70        71.50        9972.83s
723/5000  0.0098     99.68        71.97        9985.61s
724/5000  0.0101     99.66        71.60        9998.41s
725/5000  0.0108     99.65        71.68        10011.23s
726/5000  0.0085     99.73        72.09        10024.13s
727/5000  0.0097     99.69        72.43        10036.91s
728/5000  0.0103     99.73        72.01        10049.77s
729/5000  0.0099     99.71        71.13        10062.59s
730/5000  0.0104     99.66        71.46        10075.30s
731/5000  0.0089     99.68        71.19        10088.18s
732/5000  0.0099     99.69        72.09        10101.19s
733/5000  0.0108     99.71        71.08        10114.10s
734/5000  0.0088     99.75        72.07        10127.00s
735/5000  0.0102     99.65        70.75        10139.89s
736/5000  0.0099     99.70        71.56        10152.74s
737/5000  0.0087     99.72        71.89        10165.51s
738/5000  0.0102     99.70        71.41        10178.31s
739/5000  0.0093     99.69        71.61        10191.26s
740/5000  0.0101     99.67        70.72        10204.13s
741/5000  0.0108     99.67        71.66        10216.97s
742/5000  0.0082     99.75        71.90        10229.80s
743/5000  0.0116     99.65        72.02        10242.58s
744/5000  0.0087     99.70        71.90        10255.47s
745/5000  0.0094     99.71        72.00        10268.35s
746/5000  0.0109     99.65        71.40        10281.35s
747/5000  0.0118     99.63        72.22        10294.25s
748/5000  0.0101     99.70        72.01        10307.06s
749/5000  0.0086     99.72        72.07        10319.91s
750/5000  0.0087     99.70        71.84        10332.82s
751/5000  0.0097     99.68        71.56        10345.61s
752/5000  0.0100     99.73        72.38        10358.66s
753/5000  0.0099     99.68        71.76        10371.48s
754/5000  0.0094     99.74        71.70        10384.36s
755/5000  0.0097     99.68        71.47        10397.23s
756/5000  0.0076     99.76        72.98        10410.06s
757/5000  0.0100     99.69        71.84        10422.91s
758/5000  0.0084     99.73        71.92        10435.71s
759/5000  0.0101     99.69        71.29        10448.55s
760/5000  0.0103     99.68        71.51        10461.45s
761/5000  0.0095     99.74        72.28        10474.32s
762/5000  0.0095     99.69        71.65        10487.14s
763/5000  0.0092     99.72        71.20        10500.13s
764/5000  0.0089     99.69        71.88        10513.06s
765/5000  0.0092     99.71        71.94        10525.95s
766/5000  0.0090     99.72        71.76        10538.82s
767/5000  0.0101     99.70        72.51        10551.76s
768/5000  0.0099     99.67        71.59        10564.61s
769/5000  0.0103     99.68        72.17        10577.62s
770/5000  0.0089     99.70        71.98        10590.56s
771/5000  0.0099     99.70        72.32        10603.67s
772/5000  0.0088     99.71        71.87        10616.70s
773/5000  0.0100     99.70        71.64        10629.63s
774/5000  0.0090     99.70        71.69        10642.53s
775/5000  0.0088     99.70        71.80        10655.39s
776/5000  0.0088     99.74        71.71        10668.32s
777/5000  0.0085     99.73        71.75        10681.34s
778/5000  0.0100     99.69        71.96        10694.14s
779/5000  0.0093     99.69        72.34        10707.08s
780/5000  0.0081     99.75        72.49        10720.02s
781/5000  0.0090     99.70        71.88        10732.92s
782/5000  0.0086     99.75        71.80        10745.86s
783/5000  0.0102     99.69        71.72        10758.89s
784/5000  0.0100     99.70        71.98        10771.76s
785/5000  0.0097     99.70        71.15        10784.61s
786/5000  0.0093     99.70        71.53        10797.47s
787/5000  0.0098     99.68        72.12        10810.35s
788/5000  0.0069     99.78        72.10        10823.50s
789/5000  0.0095     99.72        71.90        10836.48s
790/5000  0.0078     99.75        71.91        10849.71s
791/5000  0.0069     99.76        71.91        10862.82s
792/5000  0.0088     99.73        71.29        10875.93s
793/5000  0.0105     99.70        71.79        10888.92s
794/5000  0.0102     99.67        71.73        10901.93s
795/5000  0.0099     99.70        72.08        10914.89s
796/5000  0.0099     99.66        71.83        10927.77s
797/5000  0.0081     99.73        71.50        10940.63s
798/5000  0.0085     99.73        71.97        10953.48s
799/5000  0.0090     99.74        71.94        10966.40s
800/5000  0.0069     99.76        71.94        10979.24s
801/5000  0.0078     99.75        71.67        10992.11s
802/5000  0.0088     99.73        71.59        11004.97s
803/5000  0.0093     99.73        71.27        11017.78s
804/5000  0.0106     99.65        71.13        11030.61s
